MATCH	Root	Reconstruction	Gram_number	Gram_gender	Gram_form	Meaning_fr	Pages	Degree_Certainty	Relation_cpt__eg_forms	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_P	Coptic_F	Coptic_F0	Coptic_S0	Coptic_O	Coptic_B0	Coptic_A0	Coptic_M	Coptic_L	Coptic_G	Coptic_B_Gr	Coptic_Sf	Coptic_H	Coptic_A20	Coptic_Hf
1541	šry	*širya.t; *šeyra.t		f		enclos de bétail; cohabitation	259	very_likely	related__not_same	ϣⲁⲉⲓⲣⲉ	ϣⲁⲓⲣⲓ																	
1542	šry				inf.	enfermer; barrer; accumuler; renforcer	269	very_likely	same	ϣⲱⲣ	ϣⲱⲣ																	
1543	šr.t	*širya.t; *šiꜣya.t		f		nez	253	very_likely	same	ϣⲁ	ϣⲁⲓ																	
1544	šrr	°šarār; *šarr; *šārir				petit de...	269	very_likely	same																			
1545	šry.t	*šörya.t		f		jeune fille; fille	269	very_likely	same	ϣⲉⲉⲣⲉ	ϣⲉⲣⲓ				ϣⲏⲏⲗⲓ													
1546	šr	*šȫrĕỉ				enfant; garçon; fils	269	very_likely	same	ϣⲏⲣⲉ	ϣⲏⲣⲓ				ϣⲏⲗⲓ													
1547	šr		pl			enfant; garçon; fils	269	very_likely	same								ϣⲣⲏⲩ, ϣⲣⲉⲩ											
1548	šrr					petit	269	very_likely	same	ϣⲓⲣⲉ	ϣⲓⲣⲓ				ϣⲓⲗⲓ													
1549	šrr			f		petit	269	very_likely	same		ϣⲁⲓⲣⲓ																	
1550	šrj					fruit de l'Acacia nilotica utilisé pour le tannage	269	perhaps	same	ϣⲓⲣⲉ																		
1551	šnrf					honte; laid; vilain	262	very_likely	same	ϣⲗⲟϥ	ϣⲗⲟϥ																	
1552	šrḥ					pousse; branche; bâton; palissade	262	very_likely	same	ϣⲗϩ									ϭⲗⲉϩ									
1553	šrḥ				inf.	se rapportant à la réparation des bords	262	very_likely	same	ϣⲗⲉϩ, ϣⲗⲏϩ																		
1554	srpt			f		lotus	196	very_likely	same									ⲥⲁⲣⲡⲱⲧ, ⲥⲁⲣⲡⲟⲧ										
1555	srs; sys	*sirs-Ì.t; *siꜣsÌ.t	coll.	f		soixante	182	very_likely	same	ⲥⲉ	ⲥⲉ																	
1557	srs; sys	*siỉsàw				six	200	very_likely	same	ⲥⲟⲟⲩ	ⲥⲟⲟⲩ																	
1558	zzw					poudre pour les yeux	197	very_likely	same	ⲥⲓⲥⲉ																		
1559	šsm				inf.	brûler; être chaud; désespérer; se fâcher	203	very_likely	same	ⲥⲱϣⲙ																		
1560	šsm			f		épuisement	203	very_likely	related__not_same								ϣⲟⲥⲙⲉc											
1562	zššn	*zašāšin; *zašāšan				lis; fleur de lotus	275	very_likely	same		ϣⲱϣⲉⲛ																	
1563	šzp-w	°šazīp; *šazìp			part.|pass.	cadeau de mariage	267	very_likely	same	ϣⲁⲡ																		
1564	šzp					main; poignée; largeur d'une main; groupe; compagnie	268	very_likely	same	ϣⲟⲡ, ϣⲱⲡ	ϣⲟⲡ, ϣⲱⲡ																	
1565	šzp		pl			main; poignée; largeur d'une main; groupe; compagnie	268	very_likely	same	ϣⲟⲟⲡ	ϣⲟⲟⲡ																	
1566	šzp			f		banquet; réception	268	very_likely	related__not_same	ϣⲟⲡⲥ	ϣⲟⲡⲥ																	
1569	šzp				inf.	recevoir; supporter; acheter	268	very_likely	same	ϣⲱⲡ	ϣⲱⲡ																	
1570	swꜣš; swšꜣ	*sawšàꜣ			nom d'agent=part.|act.|emphatique	orgueil; insolence; vantard	275	very_likely	same	ϣⲟⲩϣⲟ																		
1571	sšwꜣ				inf.	se vanter	275	very_likely	same	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ	ϣⲟⲩϣⲟⲩ		ϣⲟⲩϣⲟⲩ													
1572	šsꜣw					antilope	275	very_likely	same	ϣⲟϣ	ϣⲟϣ																	
1573				f		rive; bord	197	uncertain	same	ⲥⲧⲱ																		
1574	sṯ(y)-w.t				qual.	être brillant	199	very_likely	related__not_same		ⲥⲉⲧⲥⲱⲧ																	
1576	sty	*saṯya.t		f		flèche	198	very_likely	same	ⲥⲟⲟⲧⲉ, ⲥⲟⲧⲉ									ⲥⲁϯ									
1577	sṯy				nom verbal ?/part.|pass.	odeur; parfum	199	very_likely	same	ⲥⲧⲟⲓ	ⲥⲑⲟⲓ																	
1578			pl			tortue	273	uncertain	same		ϣⲏⲧⲥ, ϭⲓⲧⲥ																	
1580			pl			tortue	332	uncertain	same			ϫⲓⲧ																
1581	štb					cage pour la volaille	272	very_likely	same	ϣⲧⲟⲃ							ϣⲧⲁϥ		ϣⲧⲁϥ									
1583	štb					museler	272	very_likely	same	ϣⲱⲧⲃ																		
1584	stf				inf.	verser soigneusement	199	very_likely	same	ⲥⲱⲧϥ	ⲥⲱⲧϥ																	
1585	stp			f	part.|pass.	élu; choisi; excellent	199	very_likely	same		ⲥⲟⲧⲡⲓ																	
1586	stp				part.|pass.	élu; choisi; excellent	199	very_likely	same	ⲥⲱⲧⲡ	ⲥⲱⲧⲡ																	
1587	stp		pl		part.|pass.	élus	194	very_likely	same			ⲥⲡⲉⲓ																
1588	stp				inf.	choisir; élire	199	very_likely	same	ⲥⲱⲧⲡ	ⲥⲱⲧⲡ																	
1590	sṯꜣ			f		une mesure de terre; aroure	198	very_likely	same	ⲥⲱⲧ																		
1591	sw					temps; jour	200	very_likely	same	ⲥⲏⲩ	ⲥⲏⲟⲩ																	
1593	sw.t	*svwa.t		f		froment	199	very_likely	same	ⲥⲟⲩⲟ	ⲥⲟⲩⲟ	ⲥⲟⲩⲟ	ⲥⲟⲩⲟ		ⲥⲟⲩⲁ													
1594	sw.t			f		jonc; natte faite de joncs	183	very_likely	same	ⲥⲱ																		
1595	šwy-ty	*ỉiššādaw			nom d'agent=part.|act.|emphatique	commerçant; marchand	49	reconstruction_unclear	same	ⲉϣⲱⲧ	ⲉϣⲱⲧ	ⲉϣⲱⲧ	ⲉϣⲱⲧ		ⲉϣⲱⲧ			ⲉϣⲱⲧ										
1596	šwy-ty	*ỉiššāda.t		f	nom d'agent=part.|act.|emphatique	commerçant; marchand	49	reconstruction_unclear	same	ⲉϣⲱⲧⲉ																		
1597	šwy-ty		pl		nom d'agent=part.|act.|emphatique	commerçant; marchand	49	reconstruction_unclear	same	ⲉϣⲟⲧⲉ	ⲉϣⲟϯ, ϣⲟϯ																	
1598	dy.t šw	*dy.t šwy-ā			d-caus.|inf.	sécher	225	very_likely	same		ⲧϣⲟⲩⲓⲟ										ϫⲟⲩⲓⲁ							
1602	šw				inf.	être vide; vider	255	very_likely	same	ϣⲟⲩ-																		
1605	šwb; šwỉ	*šawibw-ū	pl			pérsea	274	very_likely	same	ϣⲟⲩⲉⲃⲉ, ϣⲟⲩⲉϥⲉ					ϣⲉⲩⲃ													
1606	šwb; šwỉ	*šawībaw				pérsea	274	very_likely	same	ϣⲃⲓⲃ, ϣⲃⲏ, ϣⲟⲩⲏⲟⲩ	ϣⲃⲏ																	
1607	šwb; šwỉ	*šaỉībaw; *š(ỉ)ēb				pérsea	274	very_likely	same	ϣⲏⲃ, ϣⲏⲩⲉ																		
1608	šwb; šwỉ	*šwỉ				pérsea	274	very_likely	same	ϣⲃⲉ, ϣⲟⲩⲉ	ϣⲃⲉ																	
1609	šwb; šwỉ	*šawībaw				pérsea	274	very_likely	same	ϣⲟⲩⲏⲃ																		
1610	swḥ.t			f		oeuf	202	very_likely	same	ⲥⲟⲟⲩϩⲉ	ⲥⲱⲟⲩϩⲓ																	
1611	šꜣwkr					nom d'une plante ou d'une partie de plante	259	perhaps	same	ϣⲟⲩⲕⲣⲉ																		
1612	zwr	*sāwūỉ; *sāwūꜣ			inf.	boire	183	very_likely	same	ⲥⲱ	ⲥⲱ																	
1613	dy.t zwr	*dy.t zw(y)-ā			d-caus.|inf.	donner à boire	222	very_likely	same	ⲧⲥⲟ	ⲧⲥⲟ																	
1615	zꜣ					protection	16	very_likely	same		ⲁⲥⲟ		ⲁⲥⲟ															
1616	zꜣy					pansement; bandage	200	very_likely	same									ⲥⲏⲟⲩⲉ										
1617	zꜣ(y)w.t-y					Assiout	182	very_likely	same	ⲥⲓⲟⲟⲩⲧ	ⲥⲓⲱⲟⲩⲧ																	
1618	zꜣ					protection	182	very_likely	same	ⲥⲟ																		
1619	sꜣ					côté; région; dos	181	very_likely	same	ⲥⲁ	ⲥⲁ																	
1620	sꜣy	*siꜣy.it		f		se rassasier	182	very_likely	same		ⲥⲁⲓ																	
1621	sꜣy	*sīꜣ.it		f		se rassasier	182	very_likely	same	ⲥⲉⲓ	ⲥⲓ																	
1622	šꜣy					fortune; destin	258	very_likely	same	ϣⲁⲓ								ϣⲟⲓ										
1623	šꜣ					tronc; morceau; reste	274	very_likely	same	ϣⲁⲩ, ϣⲏⲩ	ϣⲁⲩ																	
1624	šꜣw					valeur; prix; profit; mesure; degré; montant	274	very_likely	same	ϣⲁⲩ	ϣⲁⲩ																	
1625	šꜣy					porc	254	very_likely	same	ϣⲉ																		
1626	šꜣy.t	*ešꜣOyet		f		truie	49	very_likely	same	ⲉϣⲱ	ⲉϣⲁⲩ, ⲉϣⲱ																	
1627	šꜣw		NN	NN	particle	digne de (...)	255	very_likely	same	ϣⲟⲩ-	ϣⲟⲩ-																	
1628	šꜣšꜣ				inf.	tordre	275	very_likely	same	ϣⲱϣ	ϣⲱϣ																	
1629	šbd	*šabad-i				bâton	258	very_likely	same	ϣⲃⲱⲧ	ϣⲃⲱⲧ																	
1630	šbd	*šabad-y-ū	pl			bâton	258	very_likely	same		ϣⲃⲟϯ						ϣⲃⲁⲧⲉ											
1631	sꜣḥ					foret; alêne	204	very_likely	same	ⲥⲁϩ	ⲥⲁϩ																	
1632	šꜣm-w					laver des vêtements	263	very_likely	related__not_same	ϣⲱⲙ																		
1633	sꜣq	°saꜣīq; *saꜣiq			part.|pass.	contenu	187	very_likely	same	ⲥⲁⲕ	ⲥⲁⲕ																	
1634	sꜣq				inf.	ramasser; cueillir	186	very_likely	same		ⲥⲱⲕⲓ																	
1635						sac	186	uncertain	same	ⲥⲟⲕ, ⲥⲱⲕ, ⲥⲁⲕ, ⲥⲟⲟⲕ, ⲥⲱⲱⲕ	ⲥⲟⲕ, ⲥⲱⲕ																	
1638	šr					paquet	260	very_likely	same	ϣⲟⲗ	ϣⲟⲗ																	
1640	zꜣṯw	*zaꜣīṯaw; *zaꜣīṯ-ū				fond; bas	47	very_likely	same	ⲉⲥⲏⲧ	ⲉⲥⲏⲧ																	
1641	štb				inf.	museler; enfermer	272	very_likely	same	ϣⲱⲧⲃ																		
1642	šꜣw		pl			coriandre	274	very_likely	same	ϣⲏⲩ	ϣⲏⲟⲩ																	
1644	šꜥ.t	*šēꜥet; *šǟꜥet		f		shat	254	very_likely	same	ϣⲏ							ϣⲉ											
1645	šꜥy					sable	255	very_likely	same	ϣⲱ	ϣⲱ	ϣⲟⲩⲟⲩ																
1646	šꜥd.t			f		morceau; coupure; ration	272	very_likely	related__not_same	ϣⲁⲁⲧⲉ																		
1647	šꜥd				inf.	couper; découper; casser; égorger; être coupé; être séparé; avoir besoin; manquer	272	very_likely	same	ϣⲱⲱⲧ	ϣⲱⲧ																	
1648	šꜥd.t			f		partie; morceau; coupure	272	very_likely	related__not_same	ϣⲁⲁⲧⲥ, ⲁⲁⲧⲥ																		
1649	sꜥrt	*siꜥar.t-i				laine	197	very_likely	same	ⲥⲟⲣⲧ	ⲥⲟⲣⲧ																	
1650	ṯbw.t	*tōwwe.t; *tūbwe.t		f		sandale; chaussure	224	very_likely	same	ⲧⲟⲟⲩⲉ	ⲑⲱⲟⲩⲓ																	
1651	tb(t)-w		pl			poisson	211	very_likely	same	ⲧⲃⲧ	ⲧⲉⲃⲧ																	
1652	ṯꜣb	*ṯab; *ṯabb				bol; plat	330	very_likely	same	ϫⲟⲡ																		
1654	tbs				inf.	piquer; pousser; aiguillonner; stimuler	211	very_likely	same	ⲧⲱⲃⲥ																		
1655	tbs					talon	211	very_likely	same	ϯⲃⲥ	ⲑⲓⲃⲥ																	
1656	tf				inf.	amener (de force)	58	very_likely	same		ⲑⲓϥⲓ																	
1657	tf	*taftaf			inf.	tomber goutte par goutte	59	very_likely	related__not_same		ⲑⲟϥⲧⲉϥ																	
1658	tf					salive	225	very_likely	same	ⲧⲁϥ, ⲧⲏϥ	ⲑⲁϥ, ⲑⲏϥ																	
1659	ṯftn				?	de côté; subitement; la tête en avant; en hâte	153	perhaps	same																			
1660	tḫ					nom d'un eplante ou d'un fruit	224	perhaps	same	ⲧⲁϣ, ⲧⲉϣ																		
1661	tḫtḫ				inf.	mélanger; troubler	226	very_likely	same	ⲧⲁϩⲧϩ, ⲑⲟϧⲑⲉϧ																		
1663	tḫ				inf.	être fort; renforcer	212	very_likely	same	ⲧⲱⲕ		ⲧⲱⲕⲉ																
1664	tḫ	*ḫātīꜣa.t		f		épaisseur	316	very_likely	related__not_same		ϧⲑⲏ																	
1665	tḫ				inf.	être gras	316	very_likely	same	ϩⲧⲁⲉⲓ	ϧⲑⲁⲓ																	
1666	ḏꜣḥ	*ḏḫ; *ḏq				salive; écume	333	very_likely	same	ϫⲓϩ																		
1668	tḫy				inf.	s'enivrer	225	very_likely	same	ϯϩⲉ	ⲑⲓϧⲓ																	
1670	ṯḥw		qual		qual.	être sublime; être honoré	349	very_likely	same		ϭⲉϩ																	
1671	tḫb	°taḫīb; *taḫìb			part.|pass.	levain; se qui a été mouillé	226	very_likely	same	ⲑⲁⲃ																		
1672	tḫb				inf.	tremper; plonger; mouiller	226	very_likely	same	ⲧⲱϩⲃ																		
1674	tḥs				inf.	oindre; enduire	226	very_likely	same	ⲧⲱϩⲥ	ⲑⲱϩⲥ																	
1675	tḥs.t	*taḥses		f		onguent	226	very_likely	related__not_same	ⲧⲁϩⲥ																		
1676	ṯhꜣ				inf.	boiter	333	very_likely	same	ϫⲟⲩϩⲉ	ϭⲟⲩⲓ																	
1682	tkn				inf.	pousser; chasser; presser	227	very_likely	same	ⲧⲱϭⲛ																		
1683	tks				inf.	percer; piquer; attacher; diriger; adresser; stimuler; inciter	213	very_likely	same	ⲧⲱⲕⲥ	ⲑⲱⲕⲥ, ⲑⲟⲩⲕⲥ, ⲑⲟⲩⲝ																	
1684	tkꜣ					étincelle	212	very_likely	same	ⲧⲓⲕ	ⲑⲓⲕ																	
1685	jtmw	*ỉattāmaw; *ỉittāmaw	sg.m.abs		nom d'agent=part.|act.|emphatique	Atoum	4	very_likely	same	-ⲉⲧⲱⲙ	ⲁⲑⲱⲙ																	
1686	tm		NN	NN	adv.	négation de l'infinitif	214	very_likely	same	ⲧⲙ-																		
1687	tmm				inf.	fermer	215	very_likely	same	ⲧⲱⲙ	ⲑⲱⲙ																	
1689	tms				inf.	enterrer; cacher	215	very_likely	same	ⲧⲱⲙⲥ	ⲑⲱⲙⲥ																	
1690	tmꜣ-y.t			f		natte	214	very_likely	same	ⲧⲙⲏ	ⲑⲙⲏ																	
1692	tmꜣ			f		bourse; sac; récipient	215	very_likely	same	ⲧⲟⲟⲙⲉ, ⲧⲱⲱⲙⲉ																		
1693	tmꜣ			f		bourse; sac; récipient	215	very_likely	same			ⲧⲱⲙⲉⲥ																
1694	ṯmꜣ.t			f		Vierge (constellation)	57	very_likely	same		ⲑⲟⲩⲙⲉ																	
1695	ṯnw					chaque	216	very_likely	same	ⲧⲛ-, ⲧⲉ-, ⲧⲣ-	ⲧⲉ-, ⲧⲉⲛ-, ⲧⲉⲙ-																	
1696	ṯn		NN	NN	adv.	où?; d'où?; comment?	217	very_likely	same	ⲧⲱⲛ	ⲑⲱⲛ																	
1698	ṯny					puissance	328	perhaps	same			ϫⲓⲛ																
1699	ṯny				inf.	paresser; tarder	328	very_likely	same	ϫⲛⲁⲁⲩ, ϫⲛⲁⲩ	ϭⲛⲁⲩ, ϭⲛⲁⲩϩ																	
1700	ṯny	*ṯanỉ-īỉ				paresseux	328	very_likely	related__not_same		ϭⲉⲛⲛⲉ																	
1701	sṯn	*saṯnay			inf.	délibérer	278	very_likely	same	ϣⲟϫⲛⲉ	ϭⲟϫⲛⲓ																	
1702	sṯny	*saṯnāy'=			inf.|prepron.	demander; interroger	327	very_likely	same	ϫⲛⲟⲩ, ϣⲟϫⲛⲉ	ϭⲛⲟⲩ, ⲥⲟϭⲛⲓ																	
1707	ṯnf					lourd; grave	343	very_likely	same		ϭⲛⲟⲩϥ, ϭⲛⲱϥ																	
1708	ṯnf				inf.	arriver (événement); rencontrer (quelqu'un); hasard; régler; fixer; être réglé; mesure; proportion; ordre	329	very_likely	same	ϫⲱⲛϥ																		
1709	tnm					sillon	213	very_likely	same	ⲧⲗⲟⲙ	ⲑⲗⲟⲙ																	
1710	ṯnm					brasero	326	perhaps	same	ϫⲗⲱⲙ																		
1711	tnr	*till-i				colline	213	very_likely	same	ⲧⲟⲗ, ⲧⲁⲗ	ⲑⲁⲗ																	
1712	tnr					colline	213	very_likely	related__not_same						ⲧⲁⲗⲁⲧⲏⲗ													
1713	tp.t			f		tête	14	very_likely	same	ⲁⲡⲉ	ⲁⲫⲉ	ⲁⲡⲉ	ⲁⲡⲉ		ⲁⲡⲏ													
1714	tpy					qui est sur	211	very_likely	same									ⲧⲃⲁⲓ										
1715	tp					coudre; raccomoder; joindre; calfater	219	very_likely	same																			
1718	try-w					pointe; crochet; branche	219	perhaps	same	ⲧⲁⲣ	ⲧⲁⲣ				ⲧⲉⲗ													
1719	tr					temps	208	very_likely	same	ⲧⲉ																		
1720	try				inf.	avoir peur; trembler	221	very_likely	same	ⲧⲣⲣⲉ			ⲧⲣⲓⲉ															
1721	ṯrt			f		saule	220	very_likely	same	ⲧⲱⲣⲉ	ⲑⲱⲣⲓ																	
1722	ṯrḥ				inf.	mépriser	326	very_likely	same	ϫⲱⲗϩ																		
1723	ṯrm				inf.	faire signe; se presser; se dépêcher	331	very_likely	same	ϫⲱⲣⲙ	ϭⲱⲣⲉⲙ	ϫⲱⲣⲙⲉ	ϫⲱⲣⲙⲉ															
1724	ṯrp	°ṯarp; *ṯārap			inf.	tréboucher; faire un faux pas; offenser	331	very_likely	same	ϫⲱⲣⲡ, ϫⲣⲟⲡ	ϭⲣⲟⲡ				ϫⲗⲁⲡ													
1725	trr					four	221	very_likely	same	ⲧⲣⲓⲣ	ⲑⲣⲓⲣ				ⲧⲗⲓⲗ													
1726	ṯrwrw				inf.	se réjouir	213	very_likely	same	ⲧⲉⲗⲏⲗ	ⲑⲉⲗⲏⲗ		ⲧⲁⲗⲏⲗ															
1727	ṯrꜥ				inf.	recueillir; ramasser; percevoir (impôts)	325	perhaps	same	ϫⲱⲱⲗⲉ	ϭⲱⲗ	ϫⲟⲩⲟⲩⲗⲉ																
1728	ṯzy	*ṯizi.t			inf.	dresser; soulever	331	very_likely	same	ϫⲓⲥⲉ	ϭⲓⲥⲓ																	
1729	ṯzw	*ṯazyaw; *ṯayzaw				maître; seigneur; maîtresse; dame	324	very_likely	same	ϫⲟⲉⲓⲥ	ϭⲱⲓⲥ	ϫⲁⲉⲓⲥ	ϫⲁⲉⲓⲥ		ϫⲁⲉⲓⲥ						ϫⲁⲉⲓⲥ							
1731	ṯz.t	*ṯazya.t		f		dame; patronne; maîtresse	332	very_likely	related__not_same	ϫⲟⲥⲉ																		
1732	ṯz.t			f		dos; colonne vertébrale	332	very_likely	same	ϫⲓⲥⲉ																		
1733	ṯṯ					moineau	333	very_likely	same	ϫⲁϫ	ϭⲁϫ																	
1734	ṯtf					espèce de cruche comme mesure de bière	223	very_likely	same	ⲧⲏⲧϥ																		
1735	ṯwfy					papyrus	333	very_likely	same	ϫⲟⲟⲩϥ	ϭⲟⲙϥ, ϭⲟⲛϥ																	
1737	ty.t	*tanya.t; *tayya.t; *taꜣya.t		f		tache; signe; modèle	210	very_likely	same	ⲧⲟⲓ	ⲑⲟⲓ																	
1738	twt				inf.	rassembler; réunir; se rassembler; réunir	224	very_likely	same	ⲧⲟⲟⲩⲧⲉ	ⲑⲱⲟⲩϯ																	
1740	twt					statue (dieu; homme)	224	very_likely	same	ⲧⲟⲩⲱⲧ	ⲑⲟⲩⲱⲧ																	
1741	twt				inf.	égaiser; imiter; polir	223	very_likely	same	ⲧⲱⲧ	ⲑⲱⲧ																	
1742	twt			f		statue (dieu; homme)	224	very_likely	same	ⲧⲟⲩⲟⲟⲧⲉ	ⲑⲟⲩⲟϯ																	
1743	twꜣ			f		montant (de porte); linteau	223	very_likely	same	ⲧⲟⲩⲁ	ⲑⲃⲁⲓ, ⲑⲟⲩⲁⲓ																	
1745	tꜣ					terre; sol; plaine; pays	209	very_likely	same	ⲧⲟ	ⲑⲟ																	
1746	ṯꜣ.t	*ỉaṯṯaꜣa.t; *ỉiṯṯaꜣa.t		f	nom d'agent=part.|act.|emphatique	tenailles; pincettes	50	very_likely	same	ⲁϫⲱ	ⲉϫⲱ, ⲉϭⲟⲩ																	
1748	sṯꜣ				inf.	revenir; continuer; répéter	198	very_likely	same	ⲥⲱⲧ																		
1749	dy.t sṯꜣ	*dy.t sṯ-ā			d-caus.|inf.	retourner; rapporter; retourner; répéter; renvoyer; dédaigner	222	very_likely	same	ⲧⲥⲧⲟ																		
1750	ṯꜣw	*ṯīwi.t		f		voler; vol; fraude	332	very_likely	same	ϫⲓⲟⲩⲉ	ϭⲓⲟⲩⲓ																	
1752	ṯꜣw	*ṯawꜣāwa.t		f		vol	332	very_likely	same		ϭⲟⲩⲱ																	
1753	ṯꜣw					air; vent	223	very_likely	same	ⲧⲏⲩ	ⲑⲏⲟⲩ																	
1754	ṯꜣy			f		récipient	322	very_likely	same	ϫⲓ																		
1755	tḫ				inf.	mélanger; troubler	226	very_likely	same	ⲧⲱϩ	ⲑⲱϧ	ⲧⲱⳉ																
1756	ṯꜣm.t	*ṯaꜣīma.t		f		Djêmé	327	very_likely	same	ϫⲏⲙⲉ	ϭⲏⲙⲓ																	
1757	tꜣš-y	°taꜣšīỉ; *taꜣšiỉ				voisin	225	very_likely	related__not_same	ⲧⲉϣⲉ	ⲑⲉϣⲉ																	
1758	tꜣš-y	°taꜣšīỉ; *taꜣšiỉ	pl			voisin	225	very_likely	related__not_same	ⲧⲉϣⲉⲉⲩ	ⲑⲉϣⲉⲩ																	
1759	tꜣš				inf.	limiter; fixer; assigner; décider	225	very_likely	same	ⲧⲱϣ	ⲑⲱϣ																	
1760	tꜣš	*tāꜣiš				frontière; limite; some; region; province; district; banlieue; diocèse	224	very_likely	same	ⲧⲟϣ, ⲧⲱϣ	ⲑⲟϣ, ⲑⲱϣ																	
1761	tꜣš	*taꜣš-ū	pl			frontière; limite; some; region; province; district; banlieue; diocèse	224	very_likely	same	ⲧⲟⲟϣ			ⲧⲉϣⲉⲩⲉ															
1762	ṯꜣz				inf.	être dur; solide; composer; charger; joindre	332	very_likely	same	ϫⲱⲥ	ϭⲱⲥ																	
1763	w					région	227	very_likely	same																			
1764	wbḫ				inf.	être blanc; être clair; être brillant; devenir blanc; devenir clair; devenir brillant	230	very_likely	same	ⲟⲩⲃⲁϣ	ⲟⲩⲃⲁϣ								ⲟⲩⲁϣ									
1765	wbḫ	*wābiḫ			part.	blanc	230	very_likely	same	ⲟⲩⲱⲃϣ	ⲟⲩⲱⲃϣ																	
1766	wbḫ	°wābiḫa.t; *wabḫa.t	f		part.	blanc	230	very_likely	same		ⲟⲩⲟⲃϣⲓ																	
1769	wbꜣ		NN	NN	prep.	contre; en face de	230	very_likely	same	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ-																	
1771	wt			f		tempête	238	very_likely	same	ⲟⲩⲏⲧⲉ																		
1772	wḏ	*waḏyaw; *wayḏaw			part.|act.	stèle; colonne	231	very_likely	same	ⲟⲩⲟⲉⲓⲧ																		
1773	wḏb				inf.	chenger; déplacer; transvaser; enlever; tourner; passer; mourir	239	very_likely	same	ⲟⲩⲱⲧⲃ	ⲟⲩⲱⲧⲉⲃ																	
1776	wdḥ	wadḥaw				coupe; bol	239	very_likely	related__not_same	ⲟⲩⲟⲧϩ																		
1778	wdḥ	wadḥ-at		f		coupe; bol	239	very_likely	related__not_same	ⲟⲩⲟⲧϩⲉ																		
1779	wḏḥ	*waḏàḥ				fruit	239	very_likely	same	ⲟⲩⲧⲁϩ	ⲟⲩⲧⲁϩ	ⲉⲧⲁϩ	ⲟⲩⲧⲁϩ, ⲉⲧⲁϩ		ⲟⲩⲧⲉϩ													
1780	wḏḥ	*waḏāḥ-ū	pl			fruit	239	very_likely	same	ⲟⲩⲧⲁⲩϩ	ⲟⲩⲧⲁⲩϩ		ⲟⲩⲧⲱⲱϩ															
1781	wḏḥ	*waḏūḥ-y-ū	pl2			fruit	239	very_likely	same						ⲟⲩⲧⲉⲩϩ													
1782	wdn				inf.	verser; offrir; faire offrande; offrande; libation	239	very_likely	same	ⲟⲩⲱⲧⲛ	ⲟⲩⲱⲧⲉⲛ																	
1783	wḏꜣ				inf.	passer; se corrompre; détruire	238	very_likely	same	ⲟⲩⲉⲓⲧⲉ					ⲟⲩⲉⲓⲧⲓ				ⲃⲓϯ									
1784	wḏꜣ	*wityi.t			inf.	passer; se corrompre; détruire	238	very_likely	same	ⲟⲩⲉⲉⲧⲉ																		
1785	wḏꜣ				inf.	être sain et sauf; être en bonne santé; salut	242	very_likely	same	ⲟⲩϫⲁⲓ	ⲟⲩϫⲁⲓ																	
1786	dy.t wḏꜣ	*dy.t wḏꜣ-ā			d-caus.|inf.	guérir; sauver; être guéri; être sauvé; salut; securité	226	very_likely	same	ⲧⲟⲩϫⲟ	ⲧⲟⲩϫⲟ																	
1790	wḏꜥ				inf.	couper; séparer; juger	242	very_likely	same	ⲟⲩⲱⲱϫⲉ	ⲟⲩⲱϫ																	
1793	wft				inf.	transpercer	239	very_likely	same	ⲟⲩⲱⲧϥ																		
1794	ꜥfd				inf.	clouer	252	very_likely	related__not_same	ⲱϥⲧ	ⲱϥⲧ																	
1795	wfꜣ					poumon	241	very_likely	same	ⲟⲩⲟϥ									ⲟⲩⲟⲃ									
1796	wgw.t	*wagya.t; *wagga.t; *waꜣga.t		f		mâchoire; joue; montant de porte	242	very_likely	same	ⲟⲩⲟⲟϭⲉ	ⲟⲩⲟϫⲓ																	
1797	wgw.t	*wayga.t		f		mâchoire; joue; montant de porte	242	very_likely	same	ⲟⲩⲟⲓϭⲉ																		
1798	wgp				inf.	rater; casser; détruire	242	very_likely	same	ⲟⲩⲱϭⲡ	ⲟⲩⲱϫⲡ																	
1799	wgp				inf.	faire rentrer	243	very_likely	same	ⲟⲩⲱϭⲥ																		
1800	wgꜣ	*wigꜣa.t		f		coup	242	very_likely	related__not_same	ⲟⲩⲁϭⲉ									ⲃⲁϫⲓ									
1801	wgꜣ.t				inf.	subir un dommage	231	very_likely	related__not_same	ⲟⲩⲉⲓⲕⲉ																		
1802	wgꜣ					résidu du sésame dont on a extrait l'huile	231	very_likely	same		ⲟⲩⲟⲕⲓ																	
1803	why				inf.	être amer; être cruel	241	very_likely	same				ⲟⲩⲓϩⲉ															
1805	wḥwḥ					aboiement	34	very_likely	same										ⲃⲉϩⲃⲉϩ									
